Project ID,Organisation ID - (Value),Organisation Role Category - (Value),Maximum potential Outcome payment - Currency - (Value),Maximum potential Outcome payment - Amount - (Value),Maximum potential Outcome payment - Amount USD - (Value),Result type - (Value),Period - Start - (Value),Period - End - (Value),Total outcome payments made - Currency - (Value),Total outcome payments made - Amount - (Value),Total outcome payments made - Amount USD - (Value),Alterations to payment commitment - Description - (Value),Alterations to payment commitment - Reason - (Value),Sources,Notes
INDIGO-POJ-0151,INDIGO-ORG-0306,,GBP,113684,,,,,,,,,,,
INDIGO-POJ-0151,INDIGO-ORG-1088,Government/Public Sector/Public Bank,,,,,,,,,,,,,Northamptonshire County Council took the commissioning of the project over from about Summer 2018.
INDIGO-POJ-0152,INDIGO-ORG-0088,,,2000000,,,,,,,,,,,
INDIGO-POJ-0152,INDIGO-ORG-0432,,,1000000,,,,,,,,,,,
INDIGO-POJ-0153,INDIGO-ORG-0005,,,,,,,,,,,,,,
INDIGO-POJ-0153,INDIGO-ORG-0306,,,,,,,,,,,,,,
INDIGO-POJ-0154,INDIGO-ORG-0256,,,,,,,,,,,,,,
INDIGO-POJ-0154,INDIGO-ORG-0088,,GBP,2629000,,,,,,,,,,,
INDIGO-POJ-0155,INDIGO-ORG-0925,,,,,,,,,,,,,,
INDIGO-POJ-0155,INDIGO-ORG-0926,,,,,,,,,,,,,,
INDIGO-POJ-0155,INDIGO-ORG-0088,,,1500000,,,,,,,,,,,
INDIGO-POJ-0156,INDIGO-ORG-0787,,GBP,54000,,,,,,,,,,,
INDIGO-POJ-0156,INDIGO-ORG-0115,,GBP,1000000,,,,,,,,,,,
INDIGO-POJ-0157,INDIGO-ORG-0693,,,,,,,,,,,,,,
INDIGO-POJ-0157,INDIGO-ORG-0088,,,,,,,,,,,,,,
INDIGO-POJ-0158,INDIGO-ORG-0770,,,,,,,,,,,,,,
INDIGO-POJ-0158,INDIGO-ORG-0771,,,,,,,,,,,,,,
INDIGO-POJ-0158,INDIGO-ORG-0772,,,,,,,,,,,,,,
INDIGO-POJ-0158,INDIGO-ORG-0773,,,,,,,,,,,,,,
INDIGO-POJ-0158,INDIGO-ORG-0774,,,,,,,,,,,,,,
INDIGO-POJ-0158,INDIGO-ORG-0088,,,,,,,,,,,,,,
INDIGO-POJ-0159,INDIGO-ORG-0130,,,1125000,,,,,,,,,,,
INDIGO-POJ-0159,INDIGO-ORG-0088,,,,,,,,,,,,,,
INDIGO-POJ-0160,INDIGO-ORG-0306,,GBP,197236,,,,,,,,,,,
INDIGO-POJ-0160,INDIGO-ORG-0144,,,,,,,,,,,,,,
INDIGO-POJ-0161,INDIGO-ORG-0211,,GBP,3300000,,,,,,,,,,,
INDIGO-POJ-0161,INDIGO-ORG-0306,,GBP,348692,,,,,,,,,,,
INDIGO-POJ-0162,INDIGO-ORG-0306,,,,,,,,,,,,,,
INDIGO-POJ-0162,INDIGO-ORG-0847,,,,,,,,,,,,,,
INDIGO-POJ-0163,INDIGO-ORG-0115,,,,,,,,,,,,,,
INDIGO-POJ-0163,INDIGO-ORG-0047,,,,,,,,,,,,,,
INDIGO-POJ-0163,INDIGO-ORG-0005,,,,,,,,,,,,,,
INDIGO-POJ-0163,INDIGO-ORG-0006,,,,,,,,,,,,,,
INDIGO-POJ-0164,INDIGO-ORG-0115,,,,,,,,,,,,,,
INDIGO-POJ-0164,INDIGO-ORG-0047,,,,,,,,,,,,,,
INDIGO-POJ-0164,INDIGO-ORG-0005,,,,,,,,,,,,,,
INDIGO-POJ-0164,INDIGO-ORG-1115,,,,,,,,,,,,,,
INDIGO-POJ-0164,INDIGO-ORG-0137,,,,,,,,,,,,,,
INDIGO-POJ-0165,INDIGO-ORG-0115,,,,,,,,,,,,,,
INDIGO-POJ-0165,INDIGO-ORG-0047,,,,,,,,,,,,,,
INDIGO-POJ-0165,INDIGO-ORG-0005,,,,,,,,,,,,,,
INDIGO-POJ-0166,INDIGO-ORG-0115,,,,,,,,,,,,,,
INDIGO-POJ-0166,INDIGO-ORG-0047,,,,,,,,,,,,,,
INDIGO-POJ-0166,INDIGO-ORG-0005,,,,,,,,,,,,,,
INDIGO-POJ-0166,INDIGO-ORG-0116,,,,,,,,,,,,,,
INDIGO-POJ-0166,INDIGO-ORG-0117,,,,,,,,,,,,,,
INDIGO-POJ-0166,INDIGO-ORG-0118,,,,,,,,,,,,,,
INDIGO-POJ-0166,INDIGO-ORG-0119,,,,,,,,,,,,,,
INDIGO-POJ-0166,INDIGO-ORG-0120,,,,,,,,,,,,,,
INDIGO-POJ-0167,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,779216,,,,,,,,,,,
INDIGO-POJ-0167,INDIGO-ORG-1061,Government/Public Sector/Public Bank,GBP,1447120,,,,,,,,,,,
INDIGO-POJ-0168,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,1795810,,,,,,,,,,,
INDIGO-POJ-0168,INDIGO-ORG-1062,Government/Public Sector/Public Bank,GBP,4398982,,,,,,,,,,,
INDIGO-POJ-0169,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,837088,,,,,,,,,,,Outcome payment was updated due to further allocations in November 2020.
INDIGO-POJ-0169,INDIGO-ORG-1065,Foundation/Philanthropist,GBP,1224532,,,,,,,,,,,Outcome payment was updated due to further allocations in November 2020.
INDIGO-POJ-0170,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,270000,,,,,,,,,,,
INDIGO-POJ-0170,INDIGO-ORG-1070,Government/Public Sector/Public Bank,GBP,540000,,,,,,,,,,,
INDIGO-POJ-0171,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,221219,,,,,,,,,,,
INDIGO-POJ-0171,INDIGO-ORG-1071,Government/Public Sector/Public Bank,GBP,807707,,,,,,,,,,,
INDIGO-POJ-0172,INDIGO-ORG-0596,Government/Public Sector/Public Bank,GBP,2137785,,,,,,,,,,,
INDIGO-POJ-0172,INDIGO-ORG-1073,Government/Public Sector/Public Bank,GBP,,,,,,,,,,,,
INDIGO-POJ-0172,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,1151115,,,,,,,,,,,
INDIGO-POJ-0173,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,2132400,,,,,,,,,,,
INDIGO-POJ-0173,INDIGO-ORG-0808,Government/Public Sector/Public Bank,GBP,3198600,,,,,,,,,,,
INDIGO-POJ-0174,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,252900,,,,,,,,,,,
INDIGO-POJ-0174,INDIGO-ORG-1114,Government/Public Sector/Public Bank,GBP,590100,,,,,,,,,,,
INDIGO-POJ-0175,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,6600000,,,,,,,,,,,
INDIGO-POJ-0175,INDIGO-ORG-1083,Government/Public Sector/Public Bank,GBP,15697917,,,,,,,,,,,
INDIGO-POJ-0176,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,596918,,,,,,,,,,,
INDIGO-POJ-0176,INDIGO-ORG-0408,Government/Public Sector/Public Bank,GBP,824230,,,,,,,,,,,
INDIGO-POJ-0176,INDIGO-ORG-0810,Government/Public Sector/Public Bank,GBP,,,,,,,,,,,,
INDIGO-POJ-0177,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,1997446,,,,,,,,,,,
INDIGO-POJ-0177,INDIGO-ORG-1087,Government/Public Sector/Public Bank,GBP,1004141,,,,,,,,,,,
INDIGO-POJ-0177,INDIGO-ORG-1088,Government/Public Sector/Public Bank,GBP,55000,,,,,,,,,,,
INDIGO-POJ-0177,INDIGO-ORG-0318,Government/Public Sector/Public Bank,GBP,794263,,,,,,,,,,,
INDIGO-POJ-0177,INDIGO-ORG-1093,Government/Public Sector/Public Bank,GBP,704338,,,,,,,,,,,
INDIGO-POJ-0178,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,1617248,,,,,,,,,,,
INDIGO-POJ-0178,INDIGO-ORG-1089,Government/Public Sector/Public Bank,GBP,7958997,,,,,,,,,,,
INDIGO-POJ-0179,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,374000,,,,,,,,,,,
INDIGO-POJ-0179,INDIGO-ORG-0428,Government/Public Sector/Public Bank,GBP,1326822,,,,,,,,,,,
INDIGO-POJ-0180,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,536810,,,,,,,,,,,
INDIGO-POJ-0180,INDIGO-ORG-1093,Government/Public Sector/Public Bank,GBP,790200,,,,,,,,,,,
INDIGO-POJ-0181,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,686187,,,,,,,,,,,
INDIGO-POJ-0181,INDIGO-ORG-0006,Government/Public Sector/Public Bank,GBP,2058563,,,,,,,,,,,
INDIGO-POJ-0182,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,4201000,,,,,,,,,,,
INDIGO-POJ-0182,INDIGO-ORG-0693,Government/Public Sector/Public Bank,GBP,3770000,,,,,,,,,,,
INDIGO-POJ-0182,INDIGO-ORG-1098,Government/Public Sector/Public Bank,GBP,1068000,,,,,,,,,,,
INDIGO-POJ-0182,INDIGO-ORG-1099,Government/Public Sector/Public Bank,GBP,1220000,,,,,,,,,,,
INDIGO-POJ-0182,INDIGO-ORG-1100,Government/Public Sector/Public Bank,GBP,1097000,,,,,,,,,,,
INDIGO-POJ-0182,INDIGO-ORG-1101,Government/Public Sector/Public Bank,GBP,790000,,,,,,,,,,,
INDIGO-POJ-0182,INDIGO-ORG-1115,Government/Public Sector/Public Bank,GBP,1290000,,,,,,,,,,,
INDIGO-POJ-0182,INDIGO-ORG-1089,Government/Public Sector/Public Bank,GBP,1179000,,,,,,,,,,,
INDIGO-POJ-0183,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,771689,,,,,,,,,,,
INDIGO-POJ-0183,INDIGO-ORG-1102,Government/Public Sector/Public Bank,GBP,4770177,,,,,,,,,,,
INDIGO-POJ-0184,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,4248082,,,,,,,,,,,
INDIGO-POJ-0184,INDIGO-ORG-0693,Government/Public Sector/Public Bank,GBP,612000,,,,,,,,,,,
INDIGO-POJ-0184,INDIGO-ORG-1103,Government/Public Sector/Public Bank,GBP,720000,,,,,,,,,,,
INDIGO-POJ-0184,INDIGO-ORG-0847,Government/Public Sector/Public Bank,GBP,720000,,,,,,,,,,,
INDIGO-POJ-0184,INDIGO-ORG-0848,Government/Public Sector/Public Bank,GBP,998922,,,,,,,,,,,
INDIGO-POJ-0184,INDIGO-ORG-0718,Foundation/Philanthropist,GBP,7146688,,,,,,,,,,,
INDIGO-POJ-0188,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,260689,,,,,,,,,,,
INDIGO-POJ-0188,INDIGO-ORG-1100,Government/Public Sector/Public Bank,GBP,360000,,,,,,,,,,,
INDIGO-POJ-0189,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,434484,,,,,,,,,,,
INDIGO-POJ-0189,INDIGO-ORG-1148,Government/Public Sector/Public Bank,GBP,600000,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,1075000,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-0408,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1105,Government/Public Sector/Public Bank,GBP,76950,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1106,Government/Public Sector/Public Bank,GBP,78500,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1107,Government/Public Sector/Public Bank,GBP,76950,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1112,Government/Public Sector/Public Bank,GBP,73500,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-0057,Government/Public Sector/Public Bank,GBP,73500,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1108,Government/Public Sector/Public Bank,GBP,73500,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-0693,Government/Public Sector/Public Bank,GBP,76950,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1070,Government/Public Sector/Public Bank,GBP,76950,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1099,Government/Public Sector/Public Bank,GBP,1151950,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1109,Government/Public Sector/Public Bank,GBP,78500,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1110,Government/Public Sector/Public Bank,GBP,76950,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-0847,Government/Public Sector/Public Bank,GBP,76950,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-0054,Government/Public Sector/Public Bank,GBP,73500,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1113,Government/Public Sector/Public Bank,GBP,73500,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-0056,Government/Public Sector/Public Bank,GBP,73500,,,,,,,,,,,
INDIGO-POJ-0190,INDIGO-ORG-1111,Government/Public Sector/Public Bank,GBP,73500,,,,,,,,,,,
INDIGO-POJ-0191,INDIGO-ORG-1125,Government/Public Sector/Public Bank,EUR,2300000,2714000,,,,,,,,,,
INDIGO-POJ-0192,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,548965,,,,,,,,,,,
INDIGO-POJ-0192,INDIGO-ORG-0427,Government/Public Sector/Public Bank,GBP ,758094,,,,,,,,,,,
INDIGO-POJ-0193,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,868966,,,,,,,,,,,
INDIGO-POJ-0193,INDIGO-ORG-0427,Government/Public Sector/Public Bank,GBP,1199304,,,,,,,,,,,
INDIGO-POJ-0194,INDIGO-ORG-1157,Government/Public Sector/Public Bank,GBP,1572155,,,,,,,,,,,
INDIGO-POJ-0194,INDIGO-ORG-0318,Government/Public Sector/Public Bank,GBP,2620258,,,,,,,,,,,
INDIGO-POJ-0194,INDIGO-ORG-1158,Government/Public Sector/Public Bank,GBP,2620258,,,,,,,,,,,
INDIGO-POJ-0194,INDIGO-ORG-0808,Government/Public Sector/Public Bank,GBP,3144310,,,,,,,,,,,
INDIGO-POJ-0194,INDIGO-ORG-1159,Government/Public Sector/Public Bank,GBP,2096207,,,,,,,,,,,
INDIGO-POJ-0194,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,2388592,,,,,,,,,,,
INDIGO-POJ-0195,INDIGO-ORG-1117,Government/Public Sector/Public Bank,GBP,230400,,,,,,,,,,,
INDIGO-POJ-0195,INDIGO-ORG-0137,Government/Public Sector/Public Bank,GBP,230400,,,,,,,,,,,
INDIGO-POJ-0195,INDIGO-ORG-1118,Government/Public Sector/Public Bank,GBP,230400,,,,,,,,,,,
INDIGO-POJ-0195,INDIGO-ORG-1119,Government/Public Sector/Public Bank,GBP,230400,,,,,,,,,,,
INDIGO-POJ-0195,INDIGO-ORG-0596,Government/Public Sector/Public Bank,GBP,230400,,,,,,,,,,,
INDIGO-POJ-0195,INDIGO-ORG-1120,Government/Public Sector/Public Bank,GBP,230400,,,,,,,,,,,
INDIGO-POJ-0195,INDIGO-ORG-0552,Government/Public Sector/Public Bank,GBP,230400,,,,,,,,,,,
INDIGO-POJ-0195,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,1418976,,,,,,,,,,,
INDIGO-POJ-0195,INDIGO-ORG-1209,Government/Public Sector/Public Bank,GBP,210000,,,,,,,,,,,
INDIGO-POJ-0196,INDIGO-ORG-1123,Government/Public Sector/Public Bank,EUR,2700000,,,,,,,,,,,
INDIGO-POJ-0197,INDIGO-ORG-0985,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1098,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-0925,Government/Public Sector/Public Bank,GBP,30000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1062,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1146,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1145,Government/Public Sector/Public Bank,GBP,45000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1147,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1115,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1148,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-0130,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-0144,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1149,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-0677,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1150,Government/Public Sector/Public Bank,GBP,1440000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,1224000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1495,Government/Public Sector/Public Bank,GBP,15000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1496,Government/Public Sector/Public Bank,GBP,15000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1497,Government/Public Sector/Public Bank,GBP,15000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1498,Government/Public Sector/Public Bank,GBP,15000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1499,Government/Public Sector/Public Bank,GBP,30000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1500,Government/Public Sector/Public Bank,GBP,30000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1501,Government/Public Sector/Public Bank,GBP,30000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1502,Government/Public Sector/Public Bank,GBP,45000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1105,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0198,INDIGO-ORG-1503,Government/Public Sector/Public Bank,GBP,90000,,,,,,,,,,,
INDIGO-POJ-0199,INDIGO-ORG-0085,Government/Public Sector/Public Bank,GBP,1293232,,,,,,,,,,,
INDIGO-POJ-0199,INDIGO-ORG-0086,Government/Public Sector/Public Bank,GBP,143692,,,,,,,,,,,
INDIGO-POJ-0199,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,338000,,,,,,,,,,,
INDIGO-POJ-0200,INDIGO-ORG-1089,Government/Public Sector/Public Bank,GBP,7790305,,,,,,,,,,,
INDIGO-POJ-0200,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,4082470,,,,,,,,,,,
INDIGO-POJ-0201,INDIGO-ORG-1073,Government/Public Sector/Public Bank,GBP,3834424,,,,,,,,,,,
INDIGO-POJ-0201,INDIGO-ORG-0596,Government/Public Sector/Public Bank,GBP,2609424,,,,,,,,,,,
INDIGO-POJ-0201,INDIGO-ORG-1152,Government/Public Sector/Public Bank,GBP,2199423,,,,,,,,,,,
INDIGO-POJ-0201,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,2995411,,,,,,,,,,,
INDIGO-POJ-0202,INDIGO-ORG-0920,Government/Public Sector/Public Bank,AUD,15000000,10041000,,,,,,,,,,
INDIGO-POJ-0203,INDIGO-ORG-1163,Government/Public Sector/Public Bank,,,,,,,,,,,,,"Outcome Payments vary between municipalities. Considering all the outcome payers, the maximum potential outcome payment ranges between EUR 10 and 12 million."
INDIGO-POJ-0203,INDIGO-ORG-1164,Government/Public Sector/Public Bank,,,,,,,,,,,,,"Outcome Payments vary between municipalities. Considering all the outcome payers, the maximum potential outcome payment ranges between EUR 10 and 12 million."
INDIGO-POJ-0203,INDIGO-ORG-1165,Government/Public Sector/Public Bank,,,,,,,,,,,,,"Outcome Payments vary between municipalities. Considering all the outcome payers, the maximum potential outcome payment ranges between EUR 10 and 12 million."
INDIGO-POJ-0203,INDIGO-ORG-1166,Government/Public Sector/Public Bank,,,,,,,,,,,,,"Outcome Payments vary between municipalities. Considering all the outcome payers, the maximum potential outcome payment ranges between EUR 10 and 12 million."
INDIGO-POJ-0203,INDIGO-ORG-1167,Government/Public Sector/Public Bank,,,,,,,,,,,,,"Outcome Payments vary between municipalities. Considering all the outcome payers, the maximum potential outcome payment ranges between EUR 10 and 12 million."
INDIGO-POJ-0204,INDIGO-ORG-1125,Government/Public Sector/Public Bank,EUR,3500000,3921050,,,,,,,,,,
INDIGO-POJ-0205,INDIGO-ORG-1191,Government/Public Sector/Public Bank,EUR,10000000,,,,,,,,,,,
INDIGO-POJ-0205,INDIGO-ORG-1192,Government/Public Sector/Public Bank,EUR,4300000,,,,,,,,,,,
INDIGO-POJ-0205,INDIGO-ORG-1193,Government/Public Sector/Public Bank,EUR,1600000,,,,,,,,,,,
INDIGO-POJ-0206,INDIGO-ORG-0157,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0207,INDIGO-ORG-0157,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
