Project ID,Organisation ID - (Value),Organisation Role Category - (Value),Maximum potential Outcome payment - Currency - (Value),Maximum potential Outcome payment - Amount - (Value),Maximum potential Outcome payment - Amount USD - (Value),Result type - (Value),Period - Start - (Value),Period - End - (Value),Total outcome payments made - Currency - (Value),Total outcome payments made - Amount - (Value),Total outcome payments made - Amount USD - (Value),Alterations to payment commitment - Description - (Value),Alterations to payment commitment - Reason - (Value),Sources,Notes
INDIGO-POJ-0209,INDIGO-ORG-0157,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
INDIGO-POJ-0210,INDIGO-ORG-0019,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0210,INDIGO-ORG-0021,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0211,INDIGO-ORG-1052,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0211,INDIGO-ORG-0510,,,,,,,,,,,,,,The IDB Lab has funding from the Swiss Secretariat of Economic Affairs (SECO)
INDIGO-POJ-0211,INDIGO-ORG-0282,,,,,,,,,,,,,,
INDIGO-POJ-0212,INDIGO-ORG-1243,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0213,INDIGO-ORG-1240,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0214,INDIGO-ORG-1237,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
INDIGO-POJ-0215,INDIGO-ORG-1226,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0216,INDIGO-ORG-1226,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0217,INDIGO-ORG-1226,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0218,INDIGO-ORG-0572,Government/Public Sector/Public Bank,USD,,11800000,,,,,,,,,,
INDIGO-POJ-0219,INDIGO-ORG-1345,Government/Public Sector/Public Bank,USD,,14900000,,,,,,,,,,
INDIGO-POJ-0220,INDIGO-ORG-1341,Government/Public Sector/Public Bank,USD,20600000,20600000,,,,,,,,,,
INDIGO-POJ-0221,INDIGO-ORG-1342,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0221,INDIGO-ORG-1343,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0222,INDIGO-ORG-0043,Government/Public Sector/Public Bank,EUR,2500000,2950944.544886793,,,,,,,,,,
INDIGO-POJ-0223,INDIGO-ORG-1276,Foundation/Philanthropist,USD,6500000,6500000,Overall,,,,,,,,,The DIB’s Outcome Funders are IKEA Foundation and Novo Nordisk Foundation. They have committed to repay 52% of programme costs and to make outcome payments to NEF depending on the level of success of the DIB’s two payment metrics. They are also funding the DIB’s evaluation and stakeholder coordination costs.
INDIGO-POJ-0223,INDIGO-ORG-1277,Foundation/Philanthropist,DKK,20000000,3200000,Overall,,,,,,,,,The DIB’s Outcome Funders are IKEA Foundation and Novo Nordisk Foundation. They have committed to repay 52% of programme costs and to make outcome payments to NEF depending on the level of success of the DIB’s two payment metrics. They are also funding the DIB’s evaluation and stakeholder coordination costs.
INDIGO-POJ-0223,INDIGO-ORG-1278,Government/Public Sector/Public Bank,NOK,25000000,2800000,Overall,,,,,,,,,"Thanks to its commitment to repay 28% of programme costs, Norad has limited investor downside risk to 20% and improved the project’s risk profile for the Outcome Funders. OF guarantor (payment not linked to any targets)."
INDIGO-POJ-0224,INDIGO-ORG-1263,Government/Public Sector/Public Bank,Russian Ruble,9560465,126456.66093935799,Overall,2021-02,2022-01,,,,,,,
INDIGO-POJ-0225,INDIGO-ORG-1264,Government/Public Sector/Public Bank,Russian Ruble,36172446,478454.4202786409,,,,,,,,,,
INDIGO-POJ-0226,INDIGO-ORG-1266,Government/Public Sector/Public Bank,Russian Ruble,77047640.89,1018646.103047042,,2021-04,2024-03,,,,,,,
INDIGO-POJ-0227,INDIGO-ORG-1269,Government/Public Sector/Public Bank,Russian Ruble,30923600,425222.143079119,,,,,,,,,,
INDIGO-POJ-0228,INDIGO-ORG-1271,Government/Public Sector/Public Bank,GBP,3570000,,,,,,,,,,,
INDIGO-POJ-0228,INDIGO-ORG-1272,Government/Public Sector/Public Bank,GBP,3404000,,,,,,,,,,,
INDIGO-POJ-0228,INDIGO-ORG-0171,Government/Public Sector/Public Bank,GBP,2796521,,,,,,,,,,,
INDIGO-POJ-0229,INDIGO-ORG-0533,Foundation/Philanthropist,,,,,,,,,,,,,
INDIGO-POJ-0229,INDIGO-ORG-1284,,,,,,,,,,,,,,
INDIGO-POJ-0229,INDIGO-ORG-1285,,,,,,,,,,,,,,
INDIGO-POJ-0229,INDIGO-ORG-1286,,,,,,,,,,,,,,
INDIGO-POJ-0231,INDIGO-ORG-1299,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0232,INDIGO-ORG-1316,,,,,,,,,,,,,,
INDIGO-POJ-0233,INDIGO-ORG-1319,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0234,INDIGO-ORG-1323,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0235,INDIGO-ORG-1326,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0236,INDIGO-ORG-1335,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0237,INDIGO-ORG-1339,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0238,INDIGO-ORG-1346,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0239,INDIGO-ORG-1319,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0240,INDIGO-ORG-1319,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0241,INDIGO-ORG-1319,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0242,INDIGO-ORG-1319,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0243,INDIGO-ORG-1357,,,,,,,,,,,,,,
INDIGO-POJ-0243,INDIGO-ORG-1358,,,,,,,,,,,,,,
INDIGO-POJ-0244,INDIGO-ORG-1366,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0245,INDIGO-ORG-1366,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0246,INDIGO-ORG-1379,Government/Public Sector/Public Bank,CAD,2120000,,,,,,,,,,,
INDIGO-POJ-0247,INDIGO-ORG-1373,Multilateral/Bilateral/Intergovernmental Financial Institution,USD,163760000,163760000,,,,,,,,,,"Maximum potential payment after maturity of the bond is USD 150,000,000 and maximum conservation success payment USD 13.76 million (assuming that final rhino growth rate was over 4%)."
INDIGO-POJ-0248,INDIGO-ORG-0157,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
INDIGO-POJ-0249,INDIGO-ORG-0157,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
INDIGO-POJ-0250,INDIGO-ORG-0157,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
INDIGO-POJ-0251,INDIGO-ORG-0157,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
INDIGO-POJ-0252,INDIGO-ORG-0157,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
INDIGO-POJ-0253,INDIGO-ORG-0157,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
INDIGO-POJ-0254,INDIGO-ORG-0157,Government/Public Sector/Public Bank,EUR,,,,,,,,,,,,
INDIGO-POJ-0260,INDIGO-ORG-1486,,,,,,,,,,,,,,
INDIGO-POJ-0260,INDIGO-ORG-1487,,,,,,,,,,,,,,Multiple rural districts in Southwest Colorado are also participating and other schools US School district are also participating in the model
INDIGO-POJ-0261,INDIGO-ORG-1406,Government/Public Sector/Public Bank,,,,,,,,,,,,,Outcome payer
INDIGO-POJ-0262,INDIGO-ORG-1408,Government/Public Sector/Public Bank,DKK,,,,,,,,,,,,Outcome payer
INDIGO-POJ-0263,INDIGO-ORG-1409,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0264,INDIGO-ORG-1410,Government/Public Sector/Public Bank,,,,,,,,,,,,,Outcome payer
INDIGO-POJ-0265,INDIGO-ORG-1410,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0266,INDIGO-ORG-1410,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0267,INDIGO-ORG-1414,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0268,INDIGO-ORG-1410,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0269,INDIGO-ORG-1417,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0270,INDIGO-ORG-1410,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0271,INDIGO-ORG-1419,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0271,INDIGO-ORG-0047,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0271,INDIGO-ORG-0171,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0272,INDIGO-ORG-0920,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0273,INDIGO-ORG-1440,Government/Public Sector/Public Bank,CAD,150000,112781.954887218,,,,,,,,,,
INDIGO-POJ-0273,INDIGO-ORG-1441,Nonprofit/NGO,CAD,4500,3383.458646616541,,,,,,,,,,
INDIGO-POJ-0273,INDIGO-ORG-1442,,CAD,150000,112781.954887218,,,,,,,,,,
INDIGO-POJ-0274,INDIGO-ORG-1204,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0274,INDIGO-ORG-0985,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0274,INDIGO-ORG-1469,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0274,INDIGO-ORG-1470,Other,,,,,,,,,,,,,
INDIGO-POJ-0274,INDIGO-ORG-1471,Foundation/Philanthropist,,,,,,,,,,,,,
INDIGO-POJ-0275,INDIGO-ORG-1204,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0275,INDIGO-ORG-0985,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0275,INDIGO-ORG-1469,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0275,INDIGO-ORG-1470,Other,,,,,,,,,,,,,
INDIGO-POJ-0275,INDIGO-ORG-1471,Foundation/Philanthropist,,,,,,,,,,,,,
INDIGO-POJ-0276,INDIGO-ORG-1204,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0276,INDIGO-ORG-0985,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0276,INDIGO-ORG-1469,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0276,INDIGO-ORG-1470,Other,,,,,,,,,,,,,
INDIGO-POJ-0276,INDIGO-ORG-1471,Foundation/Philanthropist,,,,,,,,,,,,,
INDIGO-POJ-0280,INDIGO-ORG-1379,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0281,INDIGO-ORG-1379,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0282,INDIGO-ORG-1419,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0282,INDIGO-ORG-0047,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0282,INDIGO-ORG-0171,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0283,INDIGO-ORG-1419,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0284,INDIGO-ORG-1419,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0285,INDIGO-ORG-1464,Other,,,,,,,,,,,,,
INDIGO-POJ-0285,INDIGO-ORG-1465,Other,,,,,,,,,,,,,
INDIGO-POJ-0285,INDIGO-ORG-1466,Other,,,,,,,,,,,,,
INDIGO-POJ-0285,INDIGO-ORG-0541,Government/Public Sector/Public Bank,,,,,,,,,,,,,One of the 7 municipalities serving as an outcome payer
INDIGO-POJ-0285,INDIGO-ORG-1473,Government/Public Sector/Public Bank,,,,,,,,,,,,,One of the 7 municipalities serving as an outcome payer
INDIGO-POJ-0285,INDIGO-ORG-1474,Government/Public Sector/Public Bank,,,,,,,,,,,,,One of the 7 municipalities serving as an outcome payer
INDIGO-POJ-0285,INDIGO-ORG-1475,Government/Public Sector/Public Bank,,,,,,,,,,,,,One of the 7 municipalities serving as an outcome payer
INDIGO-POJ-0285,INDIGO-ORG-1476,Government/Public Sector/Public Bank,,,,,,,,,,,,,One of the 7 municipalities serving as an outcome payer
INDIGO-POJ-0285,INDIGO-ORG-1477,Government/Public Sector/Public Bank,,,,,,,,,,,,,One of the 7 municipalities serving as an outcome payer
INDIGO-POJ-0285,INDIGO-ORG-1478,Government/Public Sector/Public Bank,,,,,,,,,,,,,One of the 7 municipalities serving as an outcome payer
INDIGO-POJ-0286,INDIGO-ORG-1479,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0287,INDIGO-ORG-1490,Government/Public Sector/Public Bank,NZD,24000000,17021276.59574468,,,,,,,,,,
INDIGO-POJ-0288,INDIGO-ORG-1536,Government/Public Sector/Public Bank,ZAR,,,,,,,,,,,,
INDIGO-POJ-0288,INDIGO-ORG-1537,Government/Public Sector/Public Bank,ZAR,,,,,,,,,,,,
INDIGO-POJ-0288,INDIGO-ORG-1542,Government/Public Sector/Public Bank,ZAR,,,,,,,,,,,,
INDIGO-POJ-0289,INDIGO-ORG-1512,,,,,,,,,,,,,,
INDIGO-POJ-0289,INDIGO-ORG-1513,,,,,,,,,,,,,,
INDIGO-POJ-0289,INDIGO-ORG-1514,,,,,,,,,,,,,,
INDIGO-POJ-0289,INDIGO-ORG-1515,,,,,,,,,,,,,,
INDIGO-POJ-0289,INDIGO-ORG-1019,,,,,,,,,,,,,,
INDIGO-POJ-0289,INDIGO-ORG-1516,,,,,,,,,,,,,,
INDIGO-POJ-0290,INDIGO-ORG-1519,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0290,INDIGO-ORG-1514,,,,,,,,,,,,,,
INDIGO-POJ-0290,INDIGO-ORG-1019,,,,,,,,,,,,,,
INDIGO-POJ-0290,INDIGO-ORG-1520,,,,,,,,,,,,,,
INDIGO-POJ-0290,INDIGO-ORG-1024,,,,,,,,,,,,,,
INDIGO-POJ-0290,INDIGO-ORG-1521,,,,,,,,,,,,,,
INDIGO-POJ-0290,INDIGO-ORG-1522,,,,,,,,,,,,,,
INDIGO-POJ-0290,INDIGO-ORG-1523,,,,,,,,,,,,,,
INDIGO-POJ-0291,INDIGO-ORG-0985,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0295,INDIGO-ORG-1623,Government/Public Sector/Public Bank,CAD,4500000,3389383.668,,,,,,,,,,
INDIGO-POJ-0299,INDIGO-ORG-1545,,GBP,310692,,,,,,,,,,,
INDIGO-POJ-0299,INDIGO-ORG-0306,,GBP,67076,,,,,,,,,,,
INDIGO-POJ-0300,INDIGO-ORG-1546,,GBP,1885855,,,2022-04,,,,,,,,expected end of CBO funding is 2024-03.  Bradford Hospital due to pay £2.84 m by end of project
INDIGO-POJ-0300,INDIGO-ORG-0306,,GBP,81558,,,2022-04,,,,,,,,
INDIGO-POJ-0301,INDIGO-ORG-1550,Investment Fund,,,,,,,,,,,,,
INDIGO-POJ-0302,INDIGO-ORG-1589,Government/Public Sector/Public Bank,USD,1250000,1250000,,,,,,,,,,
INDIGO-POJ-0304,INDIGO-ORG-0533,Foundation/Philanthropist,,,,,,,,,,,,,
INDIGO-POJ-0304,INDIGO-ORG-1569,Multilateral/Bilateral/Intergovernmental Financial Institution,,,,,,,,,,,,,
INDIGO-POJ-0304,INDIGO-ORG-1570,Multilateral/Bilateral/Intergovernmental Financial Institution,,,,,,,,,,,,,
INDIGO-POJ-0304,INDIGO-ORG-1571,Multilateral/Bilateral/Intergovernmental Financial Institution,,,,,,,,,,,,,
INDIGO-POJ-0304,INDIGO-ORG-1572,Multilateral/Bilateral/Intergovernmental Financial Institution,,,,,,,,,,,,,
INDIGO-POJ-0304,INDIGO-ORG-1573,Multilateral/Bilateral/Intergovernmental Financial Institution,,,,,,,,,,,,,
INDIGO-POJ-0305,INDIGO-ORG-0408,,,,,,,,,,,,,,
INDIGO-POJ-0305,INDIGO-ORG-0306,,,,,,,,,,,,,,
INDIGO-POJ-0306,INDIGO-ORG-1100,,,,,,,,,,,,,,
INDIGO-POJ-0306,INDIGO-ORG-0306,,,,,,,,,,,,,,
INDIGO-POJ-0308,INDIGO-ORG-1591,,,,,,,,,,,,,,
INDIGO-POJ-0308,INDIGO-ORG-0306,,,,,,,,,,,,,,
INDIGO-POJ-0309,INDIGO-ORG-0115,,,,,,,,,,,,,,
INDIGO-POJ-0309,INDIGO-ORG-0306,,,,,,,,,,,,,,
INDIGO-POJ-0309,INDIGO-ORG-0810,,,,,,,,,,,,,,
INDIGO-POJ-0309,INDIGO-ORG-1593,,,,,,,,,,,,,,
INDIGO-POJ-0311,INDIGO-ORG-1598,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0312,INDIGO-ORG-1604,,,,,,,,,,,,,,
INDIGO-POJ-0313,INDIGO-ORG-1605,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0314,INDIGO-ORG-1606,,,,,,,,,,,,,,
INDIGO-POJ-0314,INDIGO-ORG-1609,,,,,,,,,,,,,,
INDIGO-POJ-0315,INDIGO-ORG-1616,Foundation/Philanthropist,EUR,397800,377910,Overall,,,EUR,397800,377910,,,,
INDIGO-POJ-0316,INDIGO-ORG-0115,,,,,,,,,,,,,,
INDIGO-POJ-0316,INDIGO-ORG-0306,,,,,,,,,,,,,,
INDIGO-POJ-0316,INDIGO-ORG-0809,,,,,,,,,,,,,,
INDIGO-POJ-0317,INDIGO-ORG-1627,Government/Public Sector/Public Bank,,,,,,,,,,,,,"Since the project achieved its objectives, the Ministry of Social Affairs is paying back the pre-financed amount."
INDIGO-POJ-0318,INDIGO-ORG-0306,,GBP,900000,,,,,,,,,,,
INDIGO-POJ-0318,INDIGO-ORG-0848,,,,,,,,,,,,,,
INDIGO-POJ-0319,INDIGO-ORG-0256,Government/Public Sector/Public Bank,GBP,5513000,,,,,,,,,,,
INDIGO-POJ-0319,INDIGO-ORG-0171,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0320,INDIGO-ORG-1636,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0321,INDIGO-ORG-0185,,,,,,,,,,,,,,
INDIGO-POJ-0321,INDIGO-ORG-1640,,,,,,,,,,,,,,
INDIGO-POJ-0321,INDIGO-ORG-1641,,,,,,,,,,,,,,
INDIGO-POJ-0321,INDIGO-ORG-1642,,,,,,,,,,,,,,
INDIGO-POJ-0321,INDIGO-ORG-1643,,,,,,,,,,,,,,
INDIGO-POJ-0323,INDIGO-ORG-1650,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0324,INDIGO-ORG-0510,Multilateral/Bilateral/Intergovernmental Financial Institution,USD,300000,300000,,,,,,,,,,
INDIGO-POJ-0324,INDIGO-ORG-1654,Government/Public Sector/Public Bank,USD,148000,148000,,,,,,,,,,
INDIGO-POJ-0324,INDIGO-ORG-1655,Government/Public Sector/Public Bank,USD,122000,122000,,,,,,,,,,
INDIGO-POJ-0324,INDIGO-ORG-1656,Government/Public Sector/Public Bank,USD,120000,120000,,,,,,,,,,
INDIGO-POJ-0326,INDIGO-ORG-0019,,,,,,,,,,,,,,
INDIGO-POJ-0327,INDIGO-ORG-0019,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0328,INDIGO-ORG-0021,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0329,INDIGO-ORG-0019,,,,,,,,,,,,,,
INDIGO-POJ-0330,INDIGO-ORG-0021,,,,,,,,,,,,,,
INDIGO-POJ-0330,INDIGO-ORG-0019,,,,,,,,,,,,,,
INDIGO-POJ-0331,INDIGO-ORG-0019,,,,,,,,,,,,,,
INDIGO-POJ-0331,INDIGO-ORG-0021,,,,,,,,,,,,,,
INDIGO-POJ-0332,INDIGO-ORG-0021,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0333,INDIGO-ORG-1201,Government/Public Sector/Public Bank,,,,,,,,,,,,,ADEME only reimburses these investors based on the results actually obtained by the project and objectively observed by an independent evaluator.
INDIGO-POJ-0334,INDIGO-ORG-1201,,,,,,,,,,,,,,
INDIGO-POJ-0336,INDIGO-ORG-1201,Government/Public Sector/Public Bank,,,,,,,,,,,,,
INDIGO-POJ-0337,INDIGO-ORG-1201,,,,,,,,,,,,,,ADEME will reimburse investors if impact objectives certified by the Citizing firm are achieved.
INDIGO-POJ-0338,INDIGO-ORG-1201,Government/Public Sector/Public Bank,,,,,,,,,,,,,
