Project ID,Service Provision ID - (Value),Location - Name - (Value),Location - Postcode - (Value),Location - Country - (Value),Lat/Lng - Lat - (Value),Lat/Lng - Lng - (Value),Adminstrative geography - Name - (Value),Adminstrative geography - Code Type - (Value),Adminstrative geography - Code - (Value),Sources,Notes
INDIGO-POJ-0197,serviceprovision6,"Kilifi, Kenya",,KE,-3.63045,39.84992,,,,,
INDIGO-POJ-0197,serviceprovision7,"Kisii, Kenya",,KE,-0.680482,34.777061,,,,,
INDIGO-POJ-0197,serviceprovision8,"Kisumu, Kenya",,KE,-0.091702,34.767956,,,,,
INDIGO-POJ-0197,serviceprovision9,"Migori, Kenya",,KE,-1.06343,34.47313,,,,,
INDIGO-POJ-0197,serviceprovision10,"Mombasa, Kenya",,KE,-4.04374,39.658871,,,,,
INDIGO-POJ-0197,serviceprovision11,"Nairobi, Kenya",,KE,-1.286389,36.817223,,,,,
INDIGO-POJ-0197,serviceprovision12,"Nakuru, Kenya",,KE,-0.303099,36.080025,,,,,
INDIGO-POJ-0197,serviceprovision13,"Siaya, Kenya",,KE,0.062629,34.287807,,,,,
INDIGO-POJ-0197,serviceprovision14,"Uasin Gishu, Kenya",,KE,0.633948,35.048561,,,,,
INDIGO-POJ-0197,serviceprovision15,"Vihiga, Kenya",,KE,0.023889,34.5852787,,,,,
INDIGO-POJ-0197,serviceprovision16,"Machakos, Kenya",,KE,-1.51667,37.26667,,,,,
INDIGO-POJ-0198,,Islington London Borough Council,N1 1XR,GB,51.5362,-0.103,,,,,
INDIGO-POJ-0198,,London Borough of Bexley,DA6 7AT,GB,51.4167,0.1333,,,,,
INDIGO-POJ-0198,,Birmingham City Council,B7 5QD,GB,52.489471,-1.898575,,,,,
INDIGO-POJ-0198,,Doncaster Council,DN1 3BU,GB,53.52285,-1.13116,,,,,
INDIGO-POJ-0198,,Coventry City Council,CV3 4AR,GB,52.408054,-1.510556,,,,,
INDIGO-POJ-0198,,Ealing London Borough Council,W5 2HL,GB,51.5,-0.3333,,,,,
INDIGO-POJ-0198,,Wigan Council,WN7 4QE,GB,53.545067,-2.632507,,,,,
INDIGO-POJ-0198,,Waltham Forest Council,E17 4JF,GB,51.588638,-0.011763,,,,,
INDIGO-POJ-0198,,Hounslow London Borough Council,TW3 3EB,GB,51.4672,-0.357,,,,,
INDIGO-POJ-0198,,Shropshire Council,SY2 6ND,GB,52.6167,-2.7167,,,,,
INDIGO-POJ-0198,,Bristol City Council,BS4 4NN,GB,51.454514,-2.58791,,,,,
INDIGO-POJ-0198,,Lambeth London Borough Council,SW8 2LL,GB,51.4167,-0.1333,,,,,
INDIGO-POJ-0198,,Sunderland City Council,SR2 7DN,GB,54.90465,-1.38222,,,,,
INDIGO-POJ-0198,,Southwark Council,SE1 2QH,GB,51.45,-0.0833,,,,,
INDIGO-POJ-0198,,Devon County Council,EX2 4QD,GB,50.716667,-3.716667,,,,,
INDIGO-POJ-0199,,Gloucestershire,GL1 2TG,GB,51.864445,-2.244444,,,,,
INDIGO-POJ-0200,deliverylocation1,Norfolk,,GB,52.630886,1.297355,,,,,
INDIGO-POJ-0201,,Nottingham,NG1 3HL,GB,52.950001,-1.15,,,,,
INDIGO-POJ-0201,,Nottinghamshire,NG5 6DA,GB,52.9536,-1.15047,,,,,
INDIGO-POJ-0201,,Derby,DE1 2FS,GB,52.916668,-1.466667,,,,,
INDIGO-POJ-0202,,Melbourne,,AU,-37.840935,144.946457,,,,,"Melbourne City Mission (MCM) will deliver the program at its Hester Hornbrook Academy, which has specialised campuses across Melbourne."
INDIGO-POJ-0203,,Helsinki,,FI,60.192059,24.945831,,,,,
INDIGO-POJ-0203,,Hämeenlinna,,FI,60.99596,24.46434,,,,,
INDIGO-POJ-0203,,Kemiönsaari,,FI,60.01583,22.31389,,,,,
INDIGO-POJ-0203,,Lohja,,FI,60.24859,24.06534,,,,,
INDIGO-POJ-0203,,Vantaa,,FI,60.2941,25.041,,,,,
INDIGO-POJ-0204,,Landrethun-le-Nord,,FR,50.8472,1.7837,,,,,
INDIGO-POJ-0205,serviceprovision1,City of Jyväskylä,FI-40100,FI,62.24147,25.72088,,,,,
INDIGO-POJ-0205,serviceprovision2,City of Karkkila,FI-03600,FI,60.53418,24.20977,,,,,
INDIGO-POJ-0205,serviceprovision3,City of Tampere,FI-33100,FI,61.49911,23.78712,,,,,
INDIGO-POJ-0205,serviceprovision4,City of Vihti,FI-03400,FI,60.41699,24.31965,,,,,
INDIGO-POJ-0206,serviceprovision1,"Lisbon, Portugal",,PT,41.150223,-8.629932,,,,,
INDIGO-POJ-0207,serviceprovision1,"Lisbon, Portugal",,PT,38.736946,-9.142685,,,,,
INDIGO-POJ-0209,deliverylocation1,Greater Lisbon,,PT,41.150223,-8.629932,,,,,
INDIGO-POJ-0210,serviceprovision1,France (nationwide),,FR,48.864716,2.349014,,,,,
INDIGO-POJ-0211,serviceprovision1,Metropolitan area of Medellin,,CO,6.25184,-75.56359,,,,,
INDIGO-POJ-0212,serviceprovision1,"Almelo, The Netherlands",,NL,52.35667,6.6625,,,,,
INDIGO-POJ-0213,,City of Haarlem,,NL,52.387386,4.646219,,,,,
INDIGO-POJ-0214,,The Netherlands,,NL,52.377956,4.89707,,,,,
INDIGO-POJ-0215,,"Province of Noord-Brabant, The Netherlands",,NL,51.5045,4.26218,,,,,
INDIGO-POJ-0216,,"Province of Noord-Brabant, The Netherlands",,NL,51.5045,4.26218,,,,,
INDIGO-POJ-0217,,"Province of Noord-Brabant, The Netherlands",,NL,51.5045,4.26218,,,,,
INDIGO-POJ-0218,deliverylocation1,New South Wales,,AU,-31.840233,145.612793,,,,,
INDIGO-POJ-0219,servicedelivery1,Victoria,,AU,-37.0201,144.9646,,,,,
INDIGO-POJ-0220,deliverylocation1,Adelaide,,AU,-34.92123,138.599503,,,,,
INDIGO-POJ-0221,deliverylocation1,"Chippendale, Sydney",,AU,-33.88673,151.19745,,,,,
INDIGO-POJ-0222,serviceprovision1,Brussels - Forêt,,BE,50.8,4.31667,,,,,
INDIGO-POJ-0223,deliverylocation1,Jordan,,JO,31.963158,35.930359,,,,,
INDIGO-POJ-0224,servicedelivery1,"Kavalerovsky, municipal district of Primorskiy krai",,RU,44.380415,135.146693,,,,,
INDIGO-POJ-0224,servicedelivery2,"Terneisky, municipal district of Primorskiy krai",,RU,45.909533,137.505444,,,,,
INDIGO-POJ-0224,servicedelivery3,"Chuguevsky, municipal district of Primorskiy krai",,RU,44.303938,134.201575,,,,,
INDIGO-POJ-0224,servicedelivery4,"Yakovlevsky, municipal district of Primorskiy krai",,RU,44.433728,133.543263,,,,,
INDIGO-POJ-0224,servicedelivery5,"The city of Dalnegorsk, Primorskiy krai",,RU,44.558764,135.576366,,,,,
INDIGO-POJ-0225,serviceprovision1,Kavalerovsky municipal district of Primorskiy krai,,RU,44.380415,135.146693,Kavalerovsky municipal district of Primorskiy krai,,,,
INDIGO-POJ-0225,serviceprovision2,Chuguevsky municipal district of Primorskiy krai,,RU,44.303938,134.201575,Chuguevsky municipal district of Primorskiy krai,,,,
INDIGO-POJ-0225,serviceprovision3,Yakovlevsky municipal district of Primorskiy krai,,RU,44.433728,133.543263,Yakovlevsky municipal district of Primorskiy krai,,,,
INDIGO-POJ-0225,serviceprovision4,The city of Dalnegorsk city of Primorskiy krai,,RU,44.558764,135.576366,The city of Dalnegorsk of Primorskiy krai,,,,
INDIGO-POJ-0225,serviceprovision5,Anuchinskiy municipal district of Primorskiy krai,,RU,43.867816,133.078295,Anuchinskiy municipal district of Primorskiy krai,,,,
INDIGO-POJ-0225,serviceprovision6,The city of Arsen'yev of Primorskiy krai,,RU,44.163345,133.268729,The city of Arsen'yev of Primorskiy krai,,,,
INDIGO-POJ-0225,serviceprovision7,Lesozavodskiy urban district of Primorskiy krai,,RU,45.459947,133.599255,Lesozavodskiy urban district of Primorskiy krai,,,,
INDIGO-POJ-0225,serviceprovision8,The city of Dalnerechensk city of Primorskiy krai,,RU,45.930856,133.731747,The city of Dalnerechensk city of Primorskiy krai,,,,
INDIGO-POJ-0225,serviceprovision9,Krasnoarmeyskiy municipal district of Primorskiy krai,,RU,45.827556,135.533525,Krasnoarmeyskiy municipal district of Primorskiy krai,,,,
INDIGO-POJ-0226,serviceprovision1,"Yakutsk city, The Republic of Sakha (Yakutia)",,RU,62.027221,129.732178,"Yakutsk city, The Republic of Sakha (Yakutia)",,,,
INDIGO-POJ-0227,aerviceprovision1,"The city of Chelyabinsk, Chelyabinsk Oblast ",,RU,55.1668,61.4484,Chelyabinsk,,,,
INDIGO-POJ-0228,serviceprovision1,"Northamptonshire, UK",,GB,52.240479,-0.902656,,,,,
INDIGO-POJ-0229,serviceprovision1,India,,IN,28.612894,77.229446,,,,,
INDIGO-POJ-0231,serviceprovision1,"Adama, Ethiopia",,ET,8.514477,39.269257,,,,,
INDIGO-POJ-0232,deliverylocation1,"Yokohama city, Kanagawa Prefecture",,JP,,,,,,,
INDIGO-POJ-0233,deliverylocation1,Osaka,,JP,34.672314,135.484802,,,,,
INDIGO-POJ-0234,deliverylocation1,"Omuta-City, Fukuoka Prefecture",,JP,33.03333,130.45,,,,,
INDIGO-POJ-0235,deliverylocation1,Kawanishi city,,JP,34.8301347,135.417278,,,,,This location was part of phase 1 of the project.
INDIGO-POJ-0235,deliverylocation2,Mitsuke city,,JP,37.5316,138.91282,,,,,This location was part of phase 1 of the project.
INDIGO-POJ-0235,deliverylocation3,Sirako machi,,JP,35.45,140.366667,,,,,This location was part of phase 1 of the project.
INDIGO-POJ-0235,deliverylocation4,Ube city,,JP,33.95151,131.24679,,,,,This location was part of phase 2 of the project.
INDIGO-POJ-0235,deliverylocation5,Tono city,,JP,36,138,,,,,This location was part of phase 2 of the project.
INDIGO-POJ-0235,deliverylocation6,Yawata city,,JP,34.87556,135.70762,,,,,This location was part of phase 2 of the project.
INDIGO-POJ-0235,deliverylocation7,Ibusuki city,,JP,31.25277,130.63303,,,,,This location was part of phase 2 of the project.
INDIGO-POJ-0235,deliverylocation8,Misato machi,,JP,35.83015,139.87227,,,,,This location was part of phase 2 of the project.
INDIGO-POJ-0235,deliverylocation9,Takaishi City,,JP,34.52072,135.44245,,,,,This location was part of phase 3 of the project.
INDIGO-POJ-0235,deliverylocation10,Iizuka City,,JP,33.65,130.683333,,,,,This location was part of phase 3 of the project.
INDIGO-POJ-0235,deliverylocation11,Tawaramoto,,JP,34.5566,135.79488,,,,,This location was part of phase 3 of the project.
INDIGO-POJ-0235,deliverylocation12,Yurihama,,JP,35.48996,133.86478,,,,,This location was part of phase 3 of the project.
INDIGO-POJ-0236,deliverylocation1,"Toyonaka-city, Osaka prefecture",,JP,34.783333,135.466667,,,,,
INDIGO-POJ-0237,deliverylocation1,"Saijo City, Ehime Prefecture",,JP,33.916667,133.183333,,,,,
INDIGO-POJ-0238,deliverylocation1,"Higashiomi City, Shiga Prefecture",,JP,35.116667,136.2,,,,,
INDIGO-POJ-0239,deliverylocation1,"Sakura city, Chiba prefecture",,JP,35.716667,140.216667,,,,,
INDIGO-POJ-0240,deliverylocation1,"Koshi City, Kumamoto Prefecture",,JP,32.535366,130.598663,,,,,
INDIGO-POJ-0241,deliverylocation1,"Ikeda-City, Osaka",,JP,34.82171,135.42844,,,,,
INDIGO-POJ-0242,deliverylocation1,Beppu City,,JP,33.279528,131.500028,,,,,
INDIGO-POJ-0242,deliverylocation2,Nakatsu City,,JP,33.599167,131.190556,,,,,
INDIGO-POJ-0242,deliverylocation3,"BungoOno City, Oita Prefecture",,JP,32.983333,131.583333,,,,,
INDIGO-POJ-0243,deliverylocation1,"Mima City, Tokushima Prefecture",,JP,34.05,134.166667,,,,,
INDIGO-POJ-0244,deliverylocation1,Okayama City,,JP,34.65,133.916667,,,,,
INDIGO-POJ-0245,deliverylocation1,Okayama City,,JP,34.65,133.916667,,,,,
INDIGO-POJ-0246,deliverylocation1,"Manitoba, Canada",,CA,56.415211,-98.739075,,,,,
INDIGO-POJ-0247,deliverylocation1,"Addo Elephant National Park, South Africa",,ZA,-33.446111,25.745833,,,,,
INDIGO-POJ-0247,deliverylocation2,"Great Fish River Nature Reserve, South Africa",,ZA,-32.962778,26.842222,,,,,
INDIGO-POJ-0248,deliverylocation1,"Lisbon, Portugal",,PT,38.73694,-9.142685,,,,,
INDIGO-POJ-0249,deliverylocation1,"Algarve, Portugal",,PT,37.019356,-7.93044,,,,,
INDIGO-POJ-0250,deliverylocation1,"Alentejo, Portugal",,PT,38.849998,-7.583333,,,,,
INDIGO-POJ-0251,deliverylocation1,Center of Portugal,,PT,41.150223,-8.629932,,,,,
INDIGO-POJ-0252,deliverylocation1,Alentejo,,PT,38.849998,-7.583333,,,,,
INDIGO-POJ-0253,deliverylocation1,Central region of Portugal,,PT,40.207741,-8.425142,,,,,
INDIGO-POJ-0254,deliverylocation1,North Portugal,,PT,41.150223,-8.629932,,,,,
INDIGO-POJ-0259,,Hong-Kong,,HK,22.3193,114.1694,,,,,
INDIGO-POJ-0260,deliverylocation1,Colorado,,US,39.550053,-105.782066,,,,,
INDIGO-POJ-0261,deliverylocation1,Ikast-Brande,,DK,56.0145,9.2337,,,,,
INDIGO-POJ-0262,deliverylocation1,"Vejle, Denmark",,DK,55.7113,9.5364,,,,,
INDIGO-POJ-0263,deliverylocation1,Roskilde,,DK,55.6419,12.0878,,,,,
INDIGO-POJ-0264,deliverylocation1,Aarhus,,DK,56.1629,10.2039,,,,,
INDIGO-POJ-0265,deliverylocation1,Aarhus,,DK,56.1629,10.2039,,,,,
INDIGO-POJ-0266,deliverylocation1,Aarhus,,DK,56.1629,10.2039,,,,,
INDIGO-POJ-0267,deliverylocation1,Rudersdal,,DK,55.8277,12.473,,,,,
INDIGO-POJ-0268,deliverylocation1,Aarhus,,DK,56.1629,10.2039,,,,,
INDIGO-POJ-0269,deliverylocation1,Brøndby (Broendby),,DK,55.6477,12.404,,,,,
INDIGO-POJ-0270,,Aarhus,,DK,56.1629,10.2039,,,,,
INDIGO-POJ-0271,deliverylocation1,Plymouth,,GB,50.376289,-4.143841,,,,,
INDIGO-POJ-0272,deliverylocation1,"West Melbourne, Brimbank",,AU,-37.749997,144.7999968,,,,,
INDIGO-POJ-0272,deliverylocation2,"West Melbourne, Melton",,AU,-37.683334,144.583328,,,,,
INDIGO-POJ-0272,deliverylocation3,"Bendigo, Loddon ",,AU,-36.757786,144.278702,,,,,
INDIGO-POJ-0272,deliverylocation4,"North East, Darebin",,AU,-37.7333,145.017,,,,,
INDIGO-POJ-0272,deliverylocation5,"North East, Whittlesea",,AU,-37.648502,145.025834,,,,,
INDIGO-POJ-0273,deliverylocation1,Carolinian Zone,,CA,42.360884,-81.852431,,,,,
INDIGO-POJ-0274,deliverylocation1,"Kambia, Sierra Leone",,SL,9.12504,-12.91816,,,,,
INDIGO-POJ-0274,deliverylocation2,"Port Loko, Sierra Leone",,SL,8.7666667,-12.7875,,,,,
INDIGO-POJ-0275,deliverylocation1,"Bombali, Sierra Leone",,SL,9.247584,-12.163272,,,,,
INDIGO-POJ-0275,deliverylocation2,"Falaba, Sierra Leone",,SL,9.855216,-11.322184,,,,,
INDIGO-POJ-0275,deliverylocation3,"Koinadugu, Sierra Leone",,SL,9.516877,-11.36363,,,,,
INDIGO-POJ-0276,deliverylocation1,"Tonkolili, Sierra Leone",,SL,8.717867,-11.951925,,,,,
INDIGO-POJ-0276,deliverylocation2,"Kono, Sierra Leone",,SL,8.75,-11,,,,,
INDIGO-POJ-0280,deliverylocation1,Province of Manitoba,,CA,56.415211,-98.739075,,,,,
INDIGO-POJ-0281,deliverylocation1,Province of Manitoba,,CA,56.415211,-98.739075,,,,,
INDIGO-POJ-0282,deliverylocation1,Darlington,,GB,54.52429,-1.55039,,,,,
INDIGO-POJ-0282,deliverylocation2,Gateshead,,GB,54.969799,-1.5992,,,,,
INDIGO-POJ-0282,deliverylocation3,Hartlepool,,GB,54.691746,-1.212926,,,,,
INDIGO-POJ-0282,deliverylocation4,Middlesbrough,,GB,54.573,-1.238,,,,,
INDIGO-POJ-0282,deliverylocation5,Newcastle-upon-Tyne,,GB,54.966667,-1.6,,,,,
INDIGO-POJ-0282,deliverylocation6,North Tyneside,,GB,55.03333,-1.5,,,,,
INDIGO-POJ-0282,deliverylocation7,Northumberland,,GB,55.16882,-1.68893,,,,,
INDIGO-POJ-0282,deliverylocation8,Redcar & Cleveland,,GB,54.61657,-1.05999,,,,,
INDIGO-POJ-0282,deliverylocation9,South Tyneside,,GB,54.999424,-1.427406,,,,,
INDIGO-POJ-0282,deliverylocation10,Stockton-on-Tees,,GB,54.56848,-1.3187,,,,,
INDIGO-POJ-0282,deliverylocation11,Sunderland,,GB,54.906101,-1.38113,,,,,
INDIGO-POJ-0283,deliverylocation1,Birmingham,,GB,52.489471,-1.89857,,,,,
INDIGO-POJ-0283,deliverylocation2,Coventry,,GB,52.408054,-1.510556,,,,,
INDIGO-POJ-0283,deliverylocation3,Sandwell,,GB,52.532093,-2.017543,,,,,
INDIGO-POJ-0283,deliverylocation4,Wolverhampton,,GB,52.59137,-2.110748,,,,,
INDIGO-POJ-0284,deliverylocation1,Bolton,,GB,53.543186,-2.529579,,,,,
INDIGO-POJ-0284,deliverylocation2,Bury,,GB,53.593349,-2.296605,,,,,
INDIGO-POJ-0284,deliverylocation3,Manchester,,GB,53.483959,-2.244644,,,,,
INDIGO-POJ-0284,deliverylocation4,Oldham,,GB,53.5445459,-2.118732,,,,,
INDIGO-POJ-0284,deliverylocation5,Rochdale,,GB,53.632118,-2.097187,,,,,
INDIGO-POJ-0284,deliverylocation6,Salford,,GB,53.483002,-2.2931,,,,,
INDIGO-POJ-0284,deliverylocation7,Stockport,,GB,53.406754,-2.158843,,,,,
INDIGO-POJ-0284,deliverylocation8,Tameside,,GB,53.478764,-2.094523,,,,,
INDIGO-POJ-0284,deliverylocation9,Trafford,,GB,53.468399,-2.3489,,,,,
INDIGO-POJ-0284,deliverylocation10,Wigan,,GB,53.545067,-2.632507,,,,,
INDIGO-POJ-0285,deliverylocation1,Venlo,,NL,51.3704,6.1724,,,,,
INDIGO-POJ-0285,deliverylocation2,Horst aan de Maas,,NL,51.4232,6.0303,,,,,
INDIGO-POJ-0285,deliverylocation3,Beesel,,NL,51.2697,6.0468,,,,,
INDIGO-POJ-0285,deliverylocation4,Peel en Mass,,NL,51.3399,6.0123,,,,,
INDIGO-POJ-0285,deliverylocation5,Bergen,,NL,52.666667,4.716667,,,,,
INDIGO-POJ-0285,deliverylocation6,Gennep,,NL,51.6979,5.9727,,,,,
INDIGO-POJ-0285,deliverylocation7,Venray,,NL,51.5256,5.9737,,,,,
INDIGO-POJ-0286,deliverylocation1,Tokyo,,JP,35.6762,139.6503,,,,,
INDIGO-POJ-0286,deliverylocation2,Osaka,,JP,34.6937,135.5023,,,,,
INDIGO-POJ-0287,deliverylocation1,"South Auckland, New Zealand",,NZ,-36.84846,174.763332,,,,,
INDIGO-POJ-0288,serviceprovision1,Moretele in North West province,,ZA,-27.324508,24.689059,,,,,
INDIGO-POJ-0288,serviceprovision2,Newcastle in Kwazulu-Natal province,,ZA,-27.744167,29.937222,,,,,
INDIGO-POJ-0289,serviceprovision1,9 different regions in Chile,,CL,-33.447487,-70.673676,,,,,
INDIGO-POJ-0290,serviceprovision1,Metropolitan Region of Santiago,,CL,-33.195274,-70.670898,,,,,
INDIGO-POJ-0291,serviceprovision1,Preah Vihear,,KH,13.783333,104.966667,,,,,
INDIGO-POJ-0295,deliverylocation1,"Different programme sites across Canada (targeted communities in Ontario, Québec, British Columbia, and the Atlantic region)",,CA,50,-85,,,,,
INDIGO-POJ-0299,serviceprovision1,Somerset,,GB,51.380001,-2.36,,,,,
INDIGO-POJ-0300,serviceprovision1,Bradford,,GB,53.795984,-1.759398,,,,,
INDIGO-POJ-0301,,,,NG,9.082,8.6753,,,,,
INDIGO-POJ-0302,deliverylocation1,Istanbul,,TR,41.0082,28.9784,,,,,
INDIGO-POJ-0304,serviceprovision1,Nairobi,,KE,-1.292066,36.8219,,,,,
INDIGO-POJ-0304,serviceprovision2,Kisumu,,KE,-0.10309,34.768,,,,,
INDIGO-POJ-0304,serviceprovision3,Mombasa,,KE,-4.05746,39.6682,,,,,
INDIGO-POJ-0304,serviceprovision4,Bungoma,,KE,0.5695,34.5584,,,,,
INDIGO-POJ-0304,serviceprovision5,Busia,,KE,0.4611,34.1102,,,,,
INDIGO-POJ-0304,serviceprovision6,Homa Bay,,KE,-0.52731,34.4531,,,,,
INDIGO-POJ-0304,serviceprovision7,Kakamega,,KE,0.28422,34.7519,,,,,
INDIGO-POJ-0304,serviceprovision8,Kisii,,KE,-0.68174,34.76666,,,,,
INDIGO-POJ-0304,serviceprovision9,Migori,,KE,-1.06343,34.47313,,,,,
INDIGO-POJ-0304,serviceprovision10,Nyamira,,KE,-0.648,34.967,,,,,
INDIGO-POJ-0305,location1,"Barnet, London",,GB,51.605,0.2076,,,,,
INDIGO-POJ-0306,location1,"Enfield, London",,GB,51.6523,0.0807,,,,,
INDIGO-POJ-0308,deliverylocation1,"Sutton, London",,GB,51.3614,0.194,,,,,
INDIGO-POJ-0309,deliverylocation1,London Borough of Haringey,,GB,51.581551,-0.099649,,,,,
INDIGO-POJ-0311,deliverylocation1,UAE - Abu Dhabi Emirate,,AE,23.4677,53.7369,,,,,
INDIGO-POJ-0312,deliverylocation1,Slagelse Municipality,,DK,55.364,11.3499,,,,,
INDIGO-POJ-0313,deliverylocation1,"Holbæk Municipality, Denmark",,DK,55.6727,11.649,,,,,
INDIGO-POJ-0314,deliverylocation1,"Viborg Municipality, Denmark",,DK,56.4292,9.4136,,,,,
INDIGO-POJ-0315,deliverylocation1,"Cameroon, Yaoundé",,CM,3.8617,11.5202,,,,,
INDIGO-POJ-0316,deliverylocation1,London Borough of Tower Hamlets,,GB,51.5167,-0.05,,,,,
INDIGO-POJ-0317,deliverylocation1,Vienna,,AT,48.2081,16.3713,,,,,
INDIGO-POJ-0318,deliverylocation1, London boroughs of Hammersmith & Fulham,,GB,51.5,0.2379,,,,,
INDIGO-POJ-0319,deliverylocation1,Greater Manchester,,GB,53.483959,-2.244644,,,,,
INDIGO-POJ-0320,deliverylocation1,North East Lincolnshire,,GB,53.2179,0.2,,,,,
INDIGO-POJ-0321,,Bihar,,IN,26.414856,85.049347,,,,,
INDIGO-POJ-0321,,Delhi,,IN,28.679079,77.06971,,,,,
INDIGO-POJ-0321,,Haryana,,IN,29.065773,76.040497,,,,,
INDIGO-POJ-0321,,Himachal Pradesh,,IN,32.084206,77.571167,,,,,
INDIGO-POJ-0321,,Uttar Pradesh,,IN,28.207609,79.82666,,,,,
INDIGO-POJ-0323,serviceprovision1,"State of Nuevo León, Mexico",,MX,25.686613,-100.316116,,,,,
INDIGO-POJ-0324,,"Montevideo, Uruguay",,UY,-34.901112,-56.164532,,,,,
INDIGO-POJ-0325,deliverylocation1,Paris,,FR,48.864716,2.349014,,,,,
INDIGO-POJ-0325,deliverylocation2,Marseille,,FR,43.29695,5.38107,,,,,
INDIGO-POJ-0325,deliverylocation3,Lille,,FR,50.62925,3.057256,,,,,
INDIGO-POJ-0326,,Auvergne Rhône-Alpes,,FR,45.5127,4.4905,,,,,
INDIGO-POJ-0326,,Nouvelle Aquitaine,,FR,45.5991,0.6142,,,,,
INDIGO-POJ-0326,,Hauts-de-France,,FR,49.6636,2.5281,,,,,
INDIGO-POJ-0326,,Ile-de-France,,FR,48.8499,2.637,,,,,
INDIGO-POJ-0327,serviceprovision1,Île-de-France,,FR,48.8499,2.637,,,,,
INDIGO-POJ-0327,serviceprovision2,urban areas of Lyon,,FR,45.764,4.8357,,,,,
INDIGO-POJ-0327,serviceprovision3,Grenoble,,FR,45.1885,5.7245,,,,,
INDIGO-POJ-0327,serviceprovision4,Clermont-Ferrand,,FR,45.7935,3.0795,,,,,
INDIGO-POJ-0327,serviceprovision5,Marseille,,FR,43.3026,5.3691,,,,,
INDIGO-POJ-0327,serviceprovision6,Toulouse,,FR,43.6048,1.4428,,,,,
INDIGO-POJ-0327,serviceprovision7,Bordeaux,,FR,44.8416,0.5811,,,,,
INDIGO-POJ-0327,serviceprovision8,Lille,,FR,50.6244,3.0679,,,,,
INDIGO-POJ-0328,,Île-de-France,,FR,48.8499,2.637,,,,,
INDIGO-POJ-0329,serviceprovision1,Île-de-France,,,48.8499,2.637,,,,,
INDIGO-POJ-0329,serviceprovision2,Occitanie,,,43.4637,2.145,,,,,
INDIGO-POJ-0330,serviceprovision1,Lyon,,FR,45.76342,4.834277,,,,,
INDIGO-POJ-0330,serviceprovision2,Rennes,,FR,48.1147,-1.6794,,,,,
INDIGO-POJ-0330,serviceprovision3,Paris,,FR,48.864716,2.349014,,,,,
INDIGO-POJ-0330,serviceprovision4,Bordeaux,,FR,44.836151,-0.580816,,,,,
INDIGO-POJ-0330,serviceprovision5,"This project also delivers services in overseas territories, such as Guadeloupe, Martinique, French Guiana, La Réunion and Mayotte",,,,,,,,,
INDIGO-POJ-0331,serviceprovision1,Auvergne-Rhône Alpes,,FR,45.5127,4.4905,,,,,
INDIGO-POJ-0331,serviceprovision2,Provence-Alpes-Côte d'Azur,,FR,43.9352,6.0679,,,,,
INDIGO-POJ-0331,serviceprovision3,New Aquitaine,,FR,45.5991,0.6142,,,,,
INDIGO-POJ-0331,serviceprovision4,Brittany,,FR,48.202,2.9326,,,,,
INDIGO-POJ-0331,serviceprovision5,Loire Valley,,FR,47.5532,1.0105,,,,,
INDIGO-POJ-0331,serviceprovision6,Hauts-de-France,,FR,49.6636,2.5281,,,,,
INDIGO-POJ-0332,serviceprovision1,Ile-de-France,,FR,48.8499,2.637,,,,,
INDIGO-POJ-0332,serviceprovision2,Hauts-de-France,,FR,49.6636,2.5281,,,,,
INDIGO-POJ-0332,serviceprovision3,Auvergne-Rhone-Alpes,,FR,45.5127,4.4905,,,,,
INDIGO-POJ-0332,serviceprovision4,Loire Valley,,FR,47.5532,1.0105,,,,,
INDIGO-POJ-0332,serviceprovision5,Brittany,,FR,48.202,2.9326,,,,,
INDIGO-POJ-0333,deliverylocation1,"France (5 integration projects located in Rungis, Lille, Perpignan, Marseille and Rouen)",,FR,46.2276,2.2137,,,,,
INDIGO-POJ-0334,deliverylocation1,France,,FR,46.2276,2.2137,,,,,
INDIGO-POJ-0335,deliverylocation1,France,,FR,46.2276,2.2137,,,,,
INDIGO-POJ-0336,,France,,FR,46.2276,2.2137,,,,,
INDIGO-POJ-0337,serviceprovision1,France,,FR,46.2276,2.2137,,,,,
INDIGO-POJ-0338,serviceprivison1,France,,FR,44.8958469,-1.5940532,,,,,
