Project ID,Id,Organisation ID - (Value),Organisation Role Category - (Value),Intervention - (Value),Planned Service - Start - (Value),Planned Service - End - (Value),Actual Service - Start - (Value),Actual Service - End - (Value),Alterations to service - Description - (Value),Alterations to service - Reason - (Value),Sources,Notes
INDIGO-POJ-0214,,INDIGO-ORG-1232,,"The intervention is structured through a service programme that will provide placement in jobs and employment training based on the principles of Individual Placement & Support “first place, then train”, instead of the current pre-employment training. This ‘placement' period provides tailored-made training and support with various coaches, developing his/her motivation, prospects for the future and his/her self-management skills, and involving the candidates' social environment. The focus on intensive support during the first 15 months will reinforce the relevant skills for long-term employment. Following this period, supervision will continue in order to support and monitor both candidate and employer, to remain in employment or toward a new employment. 1,536 military personnel, divided in four cohorts over four years, are currently foreseen to be enrolled in the programme. If managed on target, the four cohorts in the programme would also decrease the costs associated with current unemployed military personnel.",,,,,,,,
INDIGO-POJ-0214,,INDIGO-ORG-1233,,"The intervention is structured through a service programme that will provide placement in jobs and employment training based on the principles of Individual Placement & Support “first place, then train”, instead of the current pre-employment training. This ‘placement' period provides tailored-made training and support with various coaches, developing his/her motivation, prospects for the future and his/her self-management skills, and involving the candidates' social environment. The focus on intensive support during the first 15 months will reinforce the relevant skills for long-term employment. Following this period, supervision will continue in order to support and monitor both candidate and employer, to remain in employment or toward a new employment. 1,536 military personnel, divided in four cohorts over four years, are currently foreseen to be enrolled in the programme. If managed on target, the four cohorts in the programme would also decrease the costs associated with current unemployed military personnel.",,,,,,,,
INDIGO-POJ-0214,,INDIGO-ORG-1234,,"The intervention is structured through a service programme that will provide placement in jobs and employment training based on the principles of Individual Placement & Support “first place, then train”, instead of the current pre-employment training. This ‘placement' period provides tailored-made training and support with various coaches, developing his/her motivation, prospects for the future and his/her self-management skills, and involving the candidates' social environment. The focus on intensive support during the first 15 months will reinforce the relevant skills for long-term employment. Following this period, supervision will continue in order to support and monitor both candidate and employer, to remain in employment or toward a new employment. 1,536 military personnel, divided in four cohorts over four years, are currently foreseen to be enrolled in the programme. If managed on target, the four cohorts in the programme would also decrease the costs associated with current unemployed military personnel.",,,,,,,,
INDIGO-POJ-0214,,INDIGO-ORG-1235,,"The intervention is structured through a service programme that will provide placement in jobs and employment training based on the principles of Individual Placement & Support “first place, then train”, instead of the current pre-employment training. This ‘placement' period provides tailored-made training and support with various coaches, developing his/her motivation, prospects for the future and his/her self-management skills, and involving the candidates' social environment. The focus on intensive support during the first 15 months will reinforce the relevant skills for long-term employment. Following this period, supervision will continue in order to support and monitor both candidate and employer, to remain in employment or toward a new employment. 1,536 military personnel, divided in four cohorts over four years, are currently foreseen to be enrolled in the programme. If managed on target, the four cohorts in the programme would also decrease the costs associated with current unemployed military personnel.",,,,,,,,
INDIGO-POJ-0214,,INDIGO-ORG-1236,,"The intervention is structured through a service programme that will provide placement in jobs and employment training based on the principles of Individual Placement & Support “first place, then train”, instead of the current pre-employment training. This ‘placement' period provides tailored-made training and support with various coaches, developing his/her motivation, prospects for the future and his/her self-management skills, and involving the candidates' social environment. The focus on intensive support during the first 15 months will reinforce the relevant skills for long-term employment. Following this period, supervision will continue in order to support and monitor both candidate and employer, to remain in employment or toward a new employment. 1,536 military personnel, divided in four cohorts over four years, are currently foreseen to be enrolled in the programme. If managed on target, the four cohorts in the programme would also decrease the costs associated with current unemployed military personnel.",,,,,,,,
INDIGO-POJ-0215,,INDIGO-ORG-1231,,,,,,,,,,
INDIGO-POJ-0216,,INDIGO-ORG-1230,,,,,,,,,,
INDIGO-POJ-0217,,INDIGO-ORG-1228,For-profit,Sarban de Toekomst (Sarban the Future) runs various restaurants that provide educational and job positions to refugees with poor job prospects. A lot of attention is paid to the participants’ personal and work-related skills. Sarban thereby contributes to the self-sufficiency and integration of refugees into Dutch society.,,,,,,,,
INDIGO-POJ-0218,serviceprovision1,INDIGO-ORG-1249,,"The Sticking Together Project is an intensive 60-week coaching program that supports young people to get ready for work and, importantly, develop life skills that enable them to stick with their jobs. The program will find ways to improve each young person’s connectedness, motivation and personal self-worth through the lens of home, health and relationships, and will also provide support to their employers",,,,,,,,
INDIGO-POJ-0219,serviceprovision1,INDIGO-ORG-1252,Nonprofit/NGO,"The Side by Side Program is an intensive 12-month program designed to improve the engagement and learning outcomes of students in Years 1 to 4. The Program combines student and family therapeutic support in the home, educational case management at school and professional learning and mentoring for teachers delivered through a whole-of-school transformation process.",,,,,,,,"The Side by Side program will be delivered by Berry Street, a not-for-profit organisation focussed on delivering out-of-home care, case management and family services in Victoria. The program will place focus on working with Aboriginal and Torres Strait Islander students. Berry Street will subcontract the Victorian Aboriginal Child Care Agency to provide culturally specific awareness and capacity building training for school staff and individual educational and therapeutic support services for Aboriginal and Torres Strait Islander students and their families."
INDIGO-POJ-0219,serviceprovision2,INDIGO-ORG-1253,Nonprofit/NGO,"The Side by Side Program is an intensive 12-month program designed to improve the engagement and learning outcomes of students in Years 1 to 4. The Program combines student and family therapeutic support in the home, educational case management at school and professional learning and mentoring for teachers delivered through a whole-of-school transformation process.",,,,,,,,
INDIGO-POJ-0220,serviceprovision1,INDIGO-ORG-1256,Nonprofit/NGO,The Newpin Program is an 18-month centre-based program that has been designed to strengthen family engagement and has an established track record in ensuring that more children are able to live safely with their parents. Three Newpin centres will be established across metropolitan Adelaide.,,,,,,,,
INDIGO-POJ-0221,serviceprovision1,INDIGO-ORG-1259,Nonprofit/NGO,"Foyer Central is an integrated learning and accommodation centre. The Program will build their capacity to access resources and opportunities, connect with education, training and employment, and make positive decisions. Each participant will have a dedicated Youth Development Coach who is responsible for providing strengths-based case management support, access to support services and one-on-one coaching sessions. The Youth Development Coach will co-ordinate support across a number of development dimensions. The Foyer model is grounded in the concept of ‘Advantaged Thinking’. Advantaged Thinking is focused on identifying, developing and, most importantly, investing in the skills, capabilities and assets of young people so that they can establish good lives for themselves.",,,,,,,,
INDIGO-POJ-0221,serviceprovision2,INDIGO-ORG-1260,Nonprofit/NGO,"Foyer Central is an integrated learning and accommodation centre. The Program will build their capacity to access resources and opportunities, connect with education, training and employment, and make positive decisions. Each participant will have a dedicated Youth Development Coach who is responsible for providing strengths-based case management support, access to support services and one-on-one coaching sessions. The Youth Development Coach will co-ordinate support across a number of development dimensions. The Foyer model is grounded in the concept of ‘Advantaged Thinking’. Advantaged Thinking is focused on identifying, developing and, most importantly, investing in the skills, capabilities and assets of young people so that they can establish good lives for themselves.",,,,,,,,
INDIGO-POJ-0222,serviceprovider1,INDIGO-ORG-1281,Government/Public Sector/Public Bank,IOD method,2018-04,2023-28,,,,,,
INDIGO-POJ-0223,serviceprovision1,INDIGO-ORG-1275,Nonprofit/NGO,"NEF works with local partners to deliver services through Siraj Centres located in impoverished communities with a high number of refugees. Siraj Centres are community hubs that offer livelihood services. In Siraj Centres, people can safely access business development training and essential resources to recover their income, improve their wellbeing, and contribute to their local economies. With doors open to the community, Siraj Centres foster inclusion, networking, and social cohesion",2021-10,2025-03,,,,,,
INDIGO-POJ-0224,serviceprovision1,INDIGO-ORG-1262,,,2021-02,2022-01,2021-02,,,,,
INDIGO-POJ-0226,serviceprovision1,INDIGO-ORG-1265,Nonprofit/NGO,,2021-04,2024-03,2021-04,,,,,
INDIGO-POJ-0227,serviceprovision1,INDIGO-ORG-1268,Nonprofit/NGO,,2021-07,2023-09,2021-07,,,,,
INDIGO-POJ-0228,serviceprovider1,INDIGO-ORG-0713,,,,,,,,,,
INDIGO-POJ-0228,serviceprovider2,INDIGO-ORG-0324,,,,,,,,,,
INDIGO-POJ-0228,serviceprovider3,INDIGO-ORG-1273,,,,,,,,,,
INDIGO-POJ-0228,serviceprovider4,INDIGO-ORG-1274,,,,,,,,,,
INDIGO-POJ-0229,serviceprovider1,INDIGO-ORG-1289,,,,,,,,,,
INDIGO-POJ-0229,serviceprovider2,INDIGO-ORG-1290,,,,,,,,,,
INDIGO-POJ-0229,serviceprovider3,INDIGO-ORG-1291,,,,,,,,,,
INDIGO-POJ-0231,serviceprovider1,INDIGO-ORG-1296,Nonprofit/NGO,,,,,,,,,
INDIGO-POJ-0231,serviceprovider2,INDIGO-ORG-1297,Nonprofit/NGO,,,,,,,,,
INDIGO-POJ-0231,serviceprovider3,INDIGO-ORG-1298,Nonprofit/NGO,,,,,,,,,
INDIGO-POJ-0232,serviceprovision1,INDIGO-ORG-1317,,,,,,,,,,
INDIGO-POJ-0233,serviceprovision1,INDIGO-ORG-1318,Nonprofit/NGO,"First, Keyassets Co.,Ltd finds potential foster carers from the local community. Then, Keyassets provides the following services to the foster carers: “assessment visits and interviews,” “pre-qualification training,” “sharing information on registered foster families,” “task-based training (ongoing training),” “post-placement support,” and “post-training support.”",,,,,,,,
INDIGO-POJ-0234,serviceprovisions1,INDIGO-ORG-1322,,,,,,,,,,
INDIGO-POJ-0235,serviceprovision1,INDIGO-ORG-1325,,,,,,,,,,
INDIGO-POJ-0236,serviceprovision1,INDIGO-ORG-1334,,,,,,,,,,
INDIGO-POJ-0239,serviceprovision1,INDIGO-ORG-1348,,,,,,,,,,
INDIGO-POJ-0240,serviceprovision1,INDIGO-ORG-1322,,,,,,,,,,
INDIGO-POJ-0241,serviceprovision1,INDIGO-ORG-1352,,,,,,,,,,
INDIGO-POJ-0242,serviceprovision1,INDIGO-ORG-0341,,,,,,,,,,
INDIGO-POJ-0243,serviceprovision1,INDIGO-ORG-1325,,,,,,,,,,
INDIGO-POJ-0243,serviceprovision2,INDIGO-ORG-1356,,,,,,,,,,
INDIGO-POJ-0243,serviceprovision3,INDIGO-ORG-1355,,,,,,,,,,
INDIGO-POJ-0243,serviceprovision4,INDIGO-ORG-1354,,,,,,,,,,
INDIGO-POJ-0244,serviceprovision1,INDIGO-ORG-1361,,,,,,,,,,
INDIGO-POJ-0244,serviceprovision2,INDIGO-ORG-1362,,,,,,,,,,
INDIGO-POJ-0244,serviceprovision3,INDIGO-ORG-1363,,,,,,,,,,
INDIGO-POJ-0244,serviceprovision4,INDIGO-ORG-1364,,,,,,,,,,
INDIGO-POJ-0244,serviceprovision5,INDIGO-ORG-1365,,,,,,,,,,
INDIGO-POJ-0245,serviceprovision1,INDIGO-ORG-1378,,,,,,,,,,"Fitness businesses, supermarkets, department stores, newspaper companies, medical institutions, pharmacies, etc."
INDIGO-POJ-0246,serviceprovision1,INDIGO-ORG-1380,For-profit,Manitobans over the age of 18 are eligible for assistance and can approach participating pharmacies for an initial assessment. Follow-up counselling sessions and up to $100 worth of prescribed medications and nicotine replacement therapies will be offered over one year to support individuals in their journey to quit,,,,,,,,
INDIGO-POJ-0247,serviceprovision1,INDIGO-ORG-1370,,,,,,,,,,The Addo Elephant National Park is managed by the South African National Parks.
INDIGO-POJ-0247,serviceprovision2,INDIGO-ORG-1371,,,,,,,,,,The Great Fish River Nature Reserve is managed by Eastern Cape Parks and Tourism Agency (ECPTA).
INDIGO-POJ-0248,serviceprovision1,INDIGO-ORG-1384,,,,,,,,,,service provider
INDIGO-POJ-0249,serviceprovision1,INDIGO-ORG-1384,,"Digital inclusion capacity building programme for adults that never used internet, mainly those between 45 and 64 years old, with learning by doing individual & onsite sessions of 2 hours delivered by volunteers to improve digital competences up to ""beginners level"" of the QDRCD (Quadro Dinâmico de Referência de Competência Digital). The training can be done within families or the community building on partnerships with municipalities, libraries, schools, universities, companies and others.",,,,,,,,
INDIGO-POJ-0250,serviceprovision1,INDIGO-ORG-1386,,,,,,,,,,
INDIGO-POJ-0251,serviceprovision1,INDIGO-ORG-1386,,,,,,,,,,
INDIGO-POJ-0252,serviceprovision1,INDIGO-ORG-1384,,,,,,,,,,
INDIGO-POJ-0253,serviceprovision1,INDIGO-ORG-1384,,,,,,,,,,
INDIGO-POJ-0254,serviceprovision1,INDIGO-ORG-1384,,Digital skill training session for adults in North Portugal (EUSOUDIGITAL).,,,,,,,,
INDIGO-POJ-0260,serviceprovider1,INDIGO-ORG-1485,,,,,,,,,,
INDIGO-POJ-0261,serviceprovision1,INDIGO-ORG-1406,Government/Public Sector/Public Bank,,,,,,,,,
INDIGO-POJ-0262,serviceprovision1,INDIGO-ORG-1407,,"The intervention consists of two types of treatment depending on the family's challenges and needs: 1. Ordinary family therapy is given to families where the parents need light or moderate help to navigate everyday life and strengthen their relationship with the child or young person. The treatment involves help approx. 2-4 hours per week. 2. Intensive family treatment is given to families where the children show serious signs of unwellness, one or more children are at risk of being placed and the level of concern is high. The treatment involves help for the family for approx. 15-20 hours per week.",,,,,,,,
INDIGO-POJ-0263,serviceprovision1,INDIGO-ORG-1409,Government/Public Sector/Public Bank,,,,,,,,,
INDIGO-POJ-0264,,INDIGO-ORG-1410,Government/Public Sector/Public Bank,,,,,,,,,
INDIGO-POJ-0265,serviceprovision1,INDIGO-ORG-1410,Government/Public Sector/Public Bank,,,,,,,,,
INDIGO-POJ-0266,serviceprovision1,INDIGO-ORG-1412,,,,,,,,,,
INDIGO-POJ-0267,,INDIGO-ORG-1413,Other,,,,,,,,,
INDIGO-POJ-0268,serviceprovision1,INDIGO-ORG-1415,Other,,,,,,,,,
INDIGO-POJ-0269,serviceprovision1,INDIGO-ORG-1416,,,,,,,,,,
INDIGO-POJ-0270,serviceprovision1,INDIGO-ORG-1418,,"The effort is offered to placed and vulnerable children between the ages of 9 and 13. The program lasts six years, and follows the participants at least until they finish primary school. The program consists of learning camps, a mentoring scheme based on volunteers and building bridges from the program to the children's everyday life.",,,,,,,,
INDIGO-POJ-0271,serviceprovision1,INDIGO-ORG-1424,,,,,,,,,,
INDIGO-POJ-0271,serviceprovision2,INDIGO-ORG-1425,,,,,,,,,,
INDIGO-POJ-0271,serviceprovision3,INDIGO-ORG-1426,,,,,,,,,,
INDIGO-POJ-0272,serviceprovider1,INDIGO-ORG-1427,,,,,,,,,,
INDIGO-POJ-0272,serviceprovider2,INDIGO-ORG-1428,,,,,,,,,,
INDIGO-POJ-0273,serviceprovider1,INDIGO-ORG-1431,,,,,,,,,,
INDIGO-POJ-0273,serviceprovider2,INDIGO-ORG-1432,,,,,,,,,,
INDIGO-POJ-0273,serviceprovider3,INDIGO-ORG-1433,,,,,,,,,,
INDIGO-POJ-0273,serviceprovider4,INDIGO-ORG-1434,,,,,,,,,,
INDIGO-POJ-0273,serviceprovider5,INDIGO-ORG-1435,,,,,,,,,,
INDIGO-POJ-0273,serviceprovider6,INDIGO-ORG-1436,Government/Public Sector/Public Bank,,,,,,,,,
INDIGO-POJ-0273,serviceprovider7,INDIGO-ORG-1437,,,,,,,,,,
INDIGO-POJ-0274,serviceprovision1,INDIGO-ORG-1445,Other,,,,,,,,,
INDIGO-POJ-0275,serviceprovision1,INDIGO-ORG-1449,Other,,,,,,,,,
INDIGO-POJ-0276,serviceprovision1,INDIGO-ORG-1447,Other,,,,,,,,,
INDIGO-POJ-0280,serviceprovision1,INDIGO-ORG-1452,,,,,,,,,,
INDIGO-POJ-0280,serviceprovision2,INDIGO-ORG-1453,,,,,,,,,,
INDIGO-POJ-0281,serviceprovision1,INDIGO-ORG-1455,,,,,,,,,,
INDIGO-POJ-0281,serviceprovision2,INDIGO-ORG-1456,,,,,,,,,,
INDIGO-POJ-0282,serviceprovision1,INDIGO-ORG-1420,,,,,,,,,,
INDIGO-POJ-0282,serviceprovision2,INDIGO-ORG-0926,,,,,,,,,,
INDIGO-POJ-0282,serviceprovision3,INDIGO-ORG-1421,,,,,,,,,,
INDIGO-POJ-0282,serviceprovision4,INDIGO-ORG-1422,,,,,,,,,,
INDIGO-POJ-0282,serviceprovision5,INDIGO-ORG-1423,,,,,,,,,,
INDIGO-POJ-0285,serviceprovision1,INDIGO-ORG-1467,Other,"Senior citizens in Limburg can participate in Stevig Staan via an information meeting or via a referral from a district nurse, general practitioner or specialist. After the information meeting senior citizens have a one-on-one appointment with the physiotherapist or exercise coach to look together at all aspects that can influence falling. For example, they look at whether senior citizens can see well, which medicines they use and whether they are often dizzy. The physiotherapist or exercise coach advises them on this or refers them to other healthcare providers. Subsequently, it is examined which of the two exercise courses suits senior citizens best. Stevig Staan offers two different exercise courses. The course 'Vallen Past Time' and the course 'In Balance'. The 'Vallen Past Time' course lasts five weeks. This group course consists of an obstacle course, games and fall training. Hazardous situations from everyday life are practiced under safe conditions on the obstacle course. The game forms contain exercises with many changes in speed and direction, creating chaos. Senior citizens learn to properly adapt their movements to the environment and to start and stop on time. They will also practice various fall techniques to learn how to fall as safely as possible. The 'In Balance' course lasts fourteen weeks. This group course consists of exercises, tests and information about movement and balance. During the training weeks senior citizens perform practical exercises. These exercises are based on the principles of Tai Chi and are designed to improve balance and muscle strength.",,,,,,,,Health care provider - including dozen of organisation under the leadership of De Zorggroep
INDIGO-POJ-0286,serviceprovision1,INDIGO-ORG-1482,Other,,,,,,,,,Education provider
INDIGO-POJ-0286,serviceprovision2,INDIGO-ORG-1483,Other,,,,,,,,,
INDIGO-POJ-0286,serviceprovision3,INDIGO-ORG-1484,Other,,,,,,,,,
INDIGO-POJ-0287,serviceprovider1,INDIGO-ORG-1489,,,,,,,,,,
INDIGO-POJ-0288,servicepovision1,INDIGO-ORG-1533,Nonprofit/NGO,Health Services,,,,,,,,
INDIGO-POJ-0288,servicepovision2,INDIGO-ORG-1534,Nonprofit/NGO,"Social, structural and behavioural interventions",,,,,,,,
INDIGO-POJ-0288,servicepovision3,INDIGO-ORG-1535,Nonprofit/NGO,"Social, structural and behavioural interventions",,,,,,,,
INDIGO-POJ-0289,serviceprovision1,INDIGO-ORG-1509,,,,,,,,,,
INDIGO-POJ-0289,serviceprovision2,INDIGO-ORG-1510,,,,,,,,,,
INDIGO-POJ-0289,serviceprovision3,INDIGO-ORG-1018,,,,,,,,,,
INDIGO-POJ-0289,serviceprovision4,INDIGO-ORG-1511,,,,,,,,,,
INDIGO-POJ-0290,serviceprovision1,INDIGO-ORG-1518,,,,,,,,,,
INDIGO-POJ-0291,serviceprovider1,INDIGO-ORG-1504,,,2023-04,2025-03,,,,,,This is the main service provider for the project. 
INDIGO-POJ-0291,serviceprovider2,INDIGO-ORG-1505,,,2023-04,2025-03,,,,,,This is a sub-grantee 
INDIGO-POJ-0295,serviceprovision1,INDIGO-ORG-1541,Nonprofit/NGO,"The program provides workshops, one-on-one meetings with a youth worker, dedicated time for schoolwork, and referrals to community and school resources, to students who might traditionally be suspended from school. The goal of the program is to limit risk factors for delinquency by supporting students in a successful return to school, decrease repeated suspensions and improve educational and social outcomes. ",2021-09,,,,,,,
INDIGO-POJ-0299,serviceprovider1,INDIGO-ORG-1544,Nonprofit/NGO,,2021-04,2023-09,2021-04,,,,,
INDIGO-POJ-0300,serviceprovider1,INDIGO-ORG-1544,Nonprofit/NGO,"proactive, patient-centred, timely and responsive care, ensuring that End of Life patients coming into A&E are assessed quickly and provided with appropriate Marie Curie React care within the community prior to discharge to the appropriate services. ",2022-06,2025-05,2022-06,,,,,
INDIGO-POJ-0301,serviceprovision1,INDIGO-ORG-1548,,,,,,,,,,
INDIGO-POJ-0302,serviceprovision1,INDIGO-ORG-1588,,Providing training to unemployed young people and support with finding employment.,2023-08,2025-07,,,,,,
INDIGO-POJ-0304,serviceprovision1,INDIGO-ORG-1124,Nonprofit/NGO,,,,,,,,,
INDIGO-POJ-0305,serviceprovision1,INDIGO-ORG-1084,,,,,,,,,,
INDIGO-POJ-0306,serviceprovider1,INDIGO-ORG-1585,,,,,,,,,,
INDIGO-POJ-0308,serviceprovision1,INDIGO-ORG-1592,,,,,,,,,,
INDIGO-POJ-0309,serviceprovision2,INDIGO-ORG-0806,,,,,,,,,,
INDIGO-POJ-0311,serviceprovision1,INDIGO-ORG-1597,Other,,,,,,,,,
INDIGO-POJ-0312,serviceprovision1,INDIGO-ORG-1601,,,,,,,,,,
INDIGO-POJ-0312,serviceprovision2,INDIGO-ORG-1602,,,,,,,,,,
INDIGO-POJ-0312,serviceprovision3,INDIGO-ORG-1603,,,,,,,,,,
INDIGO-POJ-0313,serviceprovider1,INDIGO-ORG-1605,Government/Public Sector/Public Bank,,,,,,,,,
INDIGO-POJ-0314,serviceprovision1,INDIGO-ORG-1606,,,,,,,,,,
INDIGO-POJ-0314,serviceprovision2,INDIGO-ORG-1607,,,,,,,,,,
INDIGO-POJ-0314,serviceprovision3,INDIGO-ORG-1608,,,,,,,,,,
INDIGO-POJ-0315,serviceprovision1,INDIGO-ORG-1613,Government/Public Sector/Public Bank,,,,,,,,,
INDIGO-POJ-0315,serviceprovision2,INDIGO-ORG-1614,Government/Public Sector/Public Bank,,,,,,,,,
INDIGO-POJ-0316,serviceprovision1,INDIGO-ORG-0805,,,,,,,,,,
INDIGO-POJ-0316,serviceprovision3,INDIGO-ORG-0807,,,,,,,,,,
INDIGO-POJ-0317,serviceprovision1,INDIGO-ORG-1626,Other,"With professional education and mentoring, Atempo trains unemployed women to assist disabled people and thus enter into meaningful and flexible employment. For this purpose the platform ava was created: https://ava.services/was-ist-ava/.",2020-05,2024-03,,,,,,
INDIGO-POJ-0318,serviceprovision1,INDIGO-ORG-0849,,,,,,,,,,
INDIGO-POJ-0318,serviceprovision2,INDIGO-ORG-0811,,,,,,,,,,
INDIGO-POJ-0319,serviceprovision1,INDIGO-ORG-0375,Nonprofit/NGO,Pathfinder is a three-year homelessness prevention programme for young people across Greater Manchester. The programme has been designed to work with young people who are experiencing or are at risk of homelessness. ,,,,,,,,
INDIGO-POJ-0319,serviceprovision2,INDIGO-ORG-1631,Nonprofit/NGO,Pathfinder is a three-year homelessness prevention programme for young people across Greater Manchester. The programme has been designed to work with young people who are experiencing or are at risk of homelessness. ,,,,,,,,
INDIGO-POJ-0319,serviceprovision3,INDIGO-ORG-1632,Nonprofit/NGO,Pathfinder is a three-year homelessness prevention programme for young people across Greater Manchester. The programme has been designed to work with young people who are experiencing or are at risk of homelessness. ,,,,,,,,
INDIGO-POJ-0319,serviceprovision4,INDIGO-ORG-1633,Nonprofit/NGO,Pathfinder is a three-year homelessness prevention programme for young people across Greater Manchester. The programme has been designed to work with young people who are experiencing or are at risk of homelessness. ,,,,,,,,
INDIGO-POJ-0319,serviceprovision5,INDIGO-ORG-1634,Nonprofit/NGO,Pathfinder is a three-year homelessness prevention programme for young people across Greater Manchester. The programme has been designed to work with young people who are experiencing or are at risk of homelessness. ,,,,,,,,
INDIGO-POJ-0319,serviceprovision6,INDIGO-ORG-1197,Nonprofit/NGO,Pathfinder is a three-year homelessness prevention programme for young people across Greater Manchester. The programme has been designed to work with young people who are experiencing or are at risk of homelessness. ,,,,,,,,
INDIGO-POJ-0320,,INDIGO-ORG-1635,Other,,,,,,,,,
INDIGO-POJ-0321,serviceprovision1,INDIGO-ORG-0180,Foundation/Philanthropist,,,,,,,,,
INDIGO-POJ-0321,serviceprovision2,INDIGO-ORG-1637,Foundation/Philanthropist,,,,,,,,,
INDIGO-POJ-0321,serviceprovision3,INDIGO-ORG-1638,Foundation/Philanthropist,,,,,,,,,
INDIGO-POJ-0321,serviceprovision4,INDIGO-ORG-1245,Foundation/Philanthropist,,,,,,,,,
INDIGO-POJ-0323,serviceprovision1,INDIGO-ORG-1649,,,,,,,,,,
INDIGO-POJ-0324,serviceprovision1,INDIGO-ORG-1653,,ANIMA is an educational organization with the goal to bring together the job market and the world of education by providing at-risk Uruguayan youth with tuition-free education in the areas of IT and business administration.,,,,,,,,
INDIGO-POJ-0325,serviceprovider1,INDIGO-ORG-0039,,,,,,,,,,
INDIGO-POJ-0327,serviceprovision1,INDIGO-ORG-1668,,,,,,,,,,
INDIGO-POJ-0328,serviceprovision1,INDIGO-ORG-1677,,,,,,,,,,
INDIGO-POJ-0329,serviceprovision1,INDIGO-ORG-1680,,,,,,,,,,
INDIGO-POJ-0330,serviceprovision1,INDIGO-ORG-0335,,,,,,,,,,
INDIGO-POJ-0331,,INDIGO-ORG-1684,,,,,,,,,,
INDIGO-POJ-0332,serviceprovider1,INDIGO-ORG-1685,,,,,,,,,,
INDIGO-POJ-0333,serviceprovision1,INDIGO-ORG-1694,,,,,,,,,,
INDIGO-POJ-0334,serviceprovision1,INDIGO-ORG-1695,Other,,,,,,,,,Expert evaluator
INDIGO-POJ-0335,,INDIGO-ORG-1703,,,,,,,,,,
INDIGO-POJ-0336,serviceprovision1,INDIGO-ORG-1704,,,,,,,,,,
INDIGO-POJ-0337,serviceprovision1,INDIGO-ORG-1697,,,,,,,,,,
INDIGO-POJ-0338,serviceprovision1,INDIGO-ORG-1705,,,,,,,,,,
